ID	DOCULECT	GLOTTOCODE	COGID	PARAMETER	VALUE	SEGMENTS	ALIGNMENT	SOURCE
1939	Latin	lati1261	969	narīce-nariz	narīce	n ɑ ɾ iː k e	n ɑ ɾ iː k - e	Hartman2003
1940	Spanish	stan1288	969	narīce-nariz	nariz	n ɑ ɾ i θ	n ɑ ɾ i θ - -	Hartman2003
1941	Latin	lati1261	970	nassa-nasa	nassa	n ɑ ʂː ɑ	n ɑ ʂː ɑ	Hartman2003
1942	Spanish	stan1288	970	nassa-nasa	nasa	n ɑ ʂ ɑ	n ɑ ʂ ɑ	Hartman2003
1943	Latin	lati1261	971	nasu-naso	nasu	n ɑ ʂ u	n ɑ ʂ u	Hartman2003
1944	Spanish	stan1288	971	nasu-naso	naso	n ɑ ʂ o	n ɑ ʂ o	Hartman2003
1945	Latin	lati1261	972	natāle-nadal	natāle	n ɑ t ɑː l e	n ɑ t ɑː l e	Hartman2003
1946	Spanish	stan1288	972	natāle-nadal	nadal	n ɑ ð ɑ l	n ɑ ð ɑ l -	Hartman2003
1947	Latin	lati1261	973	natāre-nadar	natāre	n ɑ t ɑː ɾ e	n ɑ t ɑː ɾ e	Hartman2003
1948	Spanish	stan1288	973	natāre-nadar	nadar	n ɑ ð ɑ ɾ	n ɑ ð ɑ ɾ -	Hartman2003
1949	Latin	lati1261	974	natātōre-nadador	natātōre	n ɑ t ɑː t oː ɾ e	n ɑ t ɑː t oː ɾ e	Hartman2003
1950	Spanish	stan1288	974	natātōre-nadador	nadador	n ɑ ð ɑ ð o ɾ	n ɑ ð ɑ ð o ɾ -	Hartman2003
1951	Latin	lati1261	975	natu-nado	natu	n ɑ t u	n ɑ t u	Hartman2003
1952	Spanish	stan1288	975	natu-nado	nado	n ɑ ð o	n ɑ ð o	Hartman2003
1953	Latin	lati1261	976	nebula-niebla	nebula	n e b u l ɑ	n - e b u l ɑ	Hartman2003
1954	Spanish	stan1288	976	nebula-niebla	niebla	n j e β l ɑ	n j e β - l ɑ	Hartman2003
1955	Latin	lati1261	977	nepta-nieta	nepta	n e p t ɑ	n - e p t ɑ	Hartman2003
1956	Spanish	stan1288	977	nepta-nieta	nieta	n j e t ɑ	n j e - t ɑ	Hartman2003
1957	Latin	lati1261	978	neptu-nieto	neptu	n e p t u	n - e p t u	Hartman2003
1958	Spanish	stan1288	978	neptu-nieto	nieto	n j e t o	n j e - t o	Hartman2003
1959	Latin	lati1261	979	nerviu-nervio	nerviu	n e ɾ w iu	n e ɾ w - iu	Hartman2003
1960	Spanish	stan1288	979	nerviu-nervio	nervio	n e ɾ β j o	n e ɾ β j o	Hartman2003
1961	Latin	lati1261	980	nivāre-nevar	nivāre	n i w ɑː ɾ e	n i w ɑː ɾ e	Hartman2003
1962	Spanish	stan1288	980	nivāre-nevar	nevar	n e β ɑ ɾ	n e β ɑ ɾ -	Hartman2003
1963	Latin	lati1261	981	nivaria-nevera	nivaria	n i w ɑ ɾ iɑ	n i w ɑ - ɾ - iɑ	Hartman2003
1964	Spanish	stan1288	981	nivaria-nevera	nevera	n e β e ɾ ɑ	n e β e - ɾ - ɑ	Hartman2003
1965	Latin	lati1261	982	nivōsa-nevosa	nivōsa	n i w oː ʂ ɑ	n i w oː ʂ ɑ	Hartman2003
1966	Spanish	stan1288	982	nivōsa-nevosa	nevosa	n e β o ʂ ɑ	n e β o ʂ ɑ	Hartman2003
1967	Latin	lati1261	983	nivōsu-nevoso	nivōsu	n i w oː ʂ u	n i w oː ʂ u	Hartman2003
1968	Spanish	stan1288	983	nivōsu-nevoso	nevoso	n e β o ʂ o	n e β o ʂ o	Hartman2003
1969	Latin	lati1261	984	nōmināre-nombrar	nōmināre	n oː m i n ɑː ɾ e	n oː m i n - ɑː ɾ e	Hartman2003
1970	Spanish	stan1288	984	nōmināre-nombrar	nombrar	n o m b ɾ ɑ ɾ	n o m - b ɾ ɑ ɾ -	Hartman2003
1971	Latin	lati1261	985	nōmine-nombre	nōmine	n oː m i n e	n oː m i n - e	Hartman2003
1972	Spanish	stan1288	985	nōmine-nombre	nombre	n o m b ɾ e	n o m - b ɾ e	Hartman2003
1973	Latin	lati1261	986	nōs-nos	nōs	n oː ʂ	n oː ʂ	Hartman2003
1974	Spanish	stan1288	986	nōs-nos	nos	n o ʂ	n o ʂ	Hartman2003
1975	Latin	lati1261	987	nōsalteros-nosotros	nōsalteros	n oː ʂ ɑ l t e ɾ o ʂ	n oː ʂ ɑ l t e ɾ o ʂ	Hartman2003
1976	Spanish	stan1288	987	nōsalteros-nosotros	nosotros	n o ʂ o t ɾ o ʂ	n o ʂ o - t - ɾ o ʂ	Hartman2003
1977	Latin	lati1261	988	nocte-noche	nocte	n o k t e	n o k t e	Hartman2003
1978	Spanish	stan1288	988	nocte-noche	noche	n o tʃ e	n o - tʃ e	Hartman2003
1979	Latin	lati1261	989	nostru-nuestro	nostru	n o ʂ t ɾ u	n - o ʂ t ɾ u	Hartman2003
1980	Spanish	stan1288	989	nostru-nuestro	nuestro	n w e s t ɾ o	n w e s t ɾ o	Hartman2003
1981	Latin	lati1261	990	nūbe-nube	nūbe	n uː b e	n uː b e	Hartman2003
1982	Spanish	stan1288	990	nūbe-nube	nube	n u β e	n u β e	Hartman2003
1983	Latin	lati1261	991	nūbilu-nublo	nūbilu	n uː b i l u	n uː b i l u	Hartman2003
1984	Spanish	stan1288	991	nūbilu-nublo	nublo	n u β l o	n u β - l o	Hartman2003
1985	Latin	lati1261	992	nucāle-nogal	nucāle	n u k ɑː l e	n u k ɑː l e	Hartman2003
1986	Spanish	stan1288	992	nucāle-nogal	nogal	n o ɣ ɑ l	n o ɣ ɑ l -	Hartman2003
1987	Latin	lati1261	993	nucētu-nocedo	nucētu	n u k eː t u	n u k - eː t u	Hartman2003
1988	Spanish	stan1288	993	nucētu-nocedo	nocedo	n o θ e ð o	n o θ - e ð o	Hartman2003
1989	Latin	lati1261	994	ōlla-olla	ōlla	oː lː ɑ	oː lː ɑ	Hartman2003
1990	Spanish	stan1288	994	ōlla-olla	olla	o ʎ ɑ	o ʎ ɑ	Hartman2003
1991	Latin	lati1261	995	ōllāriu-ollero	ōllāriu	oː lː ɑː ɾ iu	oː lː ɑː - ɾ - iu	Hartman2003
1992	Spanish	stan1288	995	ōllāriu-ollero	ollero	o ʎ e ɾ o	o ʎ e - ɾ - o	Hartman2003
1993	Latin	lati1261	996	ōrāre-orar	ōrāre	oː ɾ ɑː ɾ e	oː ɾ ɑː ɾ e	Hartman2003
1994	Spanish	stan1288	996	ōrāre-orar	orar	o ɾ ɑ ɾ	o ɾ ɑ ɾ -	Hartman2003
1995	Latin	lati1261	997	ōrdiniu-ordeño	ōrdiniu	oː ɾ d i n iu	oː ɾ d i n - iu	Hartman2003
1996	Spanish	stan1288	997	ōrdiniu-ordeño	ordeño	o ɾ ð e ɲ o	o ɾ ð e ɲ - o	Hartman2003
1997	Latin	lati1261	998	ōrula-orla	ōrula	oː ɾ u l ɑ	oː ɾ u l ɑ	Hartman2003
1998	Spanish	stan1288	998	ōrula-orla	orla	o ɾ l ɑ	o ɾ - l ɑ	Hartman2003
1999	Latin	lati1261	999	ōrulāre-orlar	ōrulāre	oː ɾ u l ɑː ɾ e	oː ɾ u l ɑː ɾ e	Hartman2003
2000	Spanish	stan1288	999	ōrulāre-orlar	orlar	o ɾ l ɑ ɾ	o ɾ - l ɑ ɾ -	Hartman2003
2001	Latin	lati1261	1000	oblāta-oblada	oblāta	o b l ɑː t ɑ	o b l ɑː t ɑ	Hartman2003
2002	Spanish	stan1288	1000	oblāta-oblada	oblada	o β l ɑ ð ɑ	o β l ɑ ð ɑ	Hartman2003
2003	Latin	lati1261	1001	obscūru-oscuro	obscūru	o b ʂ k uː ɾ u	o b ʂ k uː ɾ u	Hartman2003
2004	Spanish	stan1288	1001	obscūru-oscuro	oscuro	o ʂ k u ɾ o	o - ʂ k u ɾ o	Hartman2003
2005	Latin	lati1261	1002	octō-ocho	octō	o k t oː	o k t oː	Hartman2003
2006	Spanish	stan1288	1002	octō-ocho	ocho	o tʃ o	o - tʃ o	Hartman2003
2007	Latin	lati1261	1003	oculu-ojo	oculu	o k u l u	o k u l u	Hartman2003
2008	Spanish	stan1288	1003	oculu-ojo	ojo	o x o	o x - - o	Hartman2003
2009	Latin	lati1261	1004	olēre-oler	olēre	o l eː ɾ e	o l eː ɾ e	Hartman2003
2010	Spanish	stan1288	1004	olēre-oler	oler	o l e ɾ	o l e ɾ -	Hartman2003
2011	Latin	lati1261	1005	olīva-oliva	olīva	o l iː w ɑ	o l iː w ɑ	Hartman2003
2012	Spanish	stan1288	1005	olīva-oliva	oliva	o l i β ɑ	o l i β ɑ	Hartman2003
2013	Latin	lati1261	1006	olīvu-olivo	olīvu	o l iː w u	o l iː w u	Hartman2003
2014	Spanish	stan1288	1006	olīvu-olivo	olivo	o l i β o	o l i β o	Hartman2003
2015	Latin	lati1261	1007	olōre-olor	olōre	o l oː ɾ e	o l oː ɾ e	Hartman2003
2016	Spanish	stan1288	1007	olōre-olor	olor	o l o ɾ	o l o ɾ -	Hartman2003
2017	Latin	lati1261	1008	operāre-obrar	operāre	o p e ɾ ɑː ɾ e	o p e ɾ ɑː ɾ e	Hartman2003
2018	Spanish	stan1288	1008	operāre-obrar	obrar	o β ɾ ɑ ɾ	o β - ɾ ɑ ɾ -	Hartman2003
2019	Latin	lati1261	1009	operāriu-obrero	operāriu	o p e ɾ ɑː ɾ iu	o p e ɾ ɑː - ɾ - iu	Hartman2003
2020	Spanish	stan1288	1009	operāriu-obrero	obrero	o β ɾ e ɾ o	o β - ɾ e - ɾ - o	Hartman2003
2021	Latin	lati1261	1010	optāre-otar	optāre	o p t ɑː ɾ e	o p t ɑː ɾ e	Hartman2003
2022	Spanish	stan1288	1010	optāre-otar	otar	o t ɑ ɾ	o - t ɑ ɾ -	Hartman2003
2023	Latin	lati1261	1011	opus-huebos	opus	o p u ʂ	- o p u ʂ	Hartman2003
2024	Spanish	stan1288	1011	opus-huebos	huebos	ɣʷ e β o ʂ	ɣʷ e β o ʂ	Hartman2003
2025	Latin	lati1261	1012	ornāre-ornar	ornāre	o ɾ n ɑː ɾ e	o ɾ n ɑː ɾ e	Hartman2003
2026	Spanish	stan1288	1012	ornāre-ornar	ornar	o ɾ n ɑ ɾ	o ɾ n ɑ ɾ -	Hartman2003
2027	Latin	lati1261	1013	ossamine-osambre	ossamine	o ʂː ɑ m i n e	o ʂː ɑ m i n - e	Hartman2003
2028	Spanish	stan1288	1013	ossamine-osambre	osambre	o ʂ ɑ m b ɾ e	o ʂ ɑ m - b ɾ e	Hartman2003
2029	Latin	lati1261	1014	ossu-hueso	ossu	o ʂː u	- o ʂː u	Hartman2003
2030	Spanish	stan1288	1014	ossu-hueso	hueso	ɣʷ e ʂ o	ɣʷ e ʂ o	Hartman2003
2031	Latin	lati1261	1015	pāce-paz	pāce	p ɑː k e	p ɑː k - e	Hartman2003
2032	Spanish	stan1288	1015	pāce-paz	paz	p ɑ θ	p ɑ θ - -	Hartman2003
2033	Latin	lati1261	1016	pāla-pala	pāla	p ɑː l ɑ	p ɑː l ɑ	Hartman2003
2034	Spanish	stan1288	1016	pāla-pala	pala	p ɑ l ɑ	p ɑ l ɑ	Hartman2003
2035	Latin	lati1261	1017	pālu-palo	pālu	p ɑː l u	p ɑː l u	Hartman2003
2036	Spanish	stan1288	1017	pālu-palo	palo	p ɑ l o	p ɑ l o	Hartman2003
2037	Latin	lati1261	1018	pāne-pán	pāne	p ɑː n e	p ɑː n e	Hartman2003
2038	Spanish	stan1288	1018	pāne-pán	pán	p ɑ n	p ɑ n -	Hartman2003
2039	Latin	lati1261	1019	pacāre-pagar	pacāre	p ɑ k ɑː ɾ e	p ɑ k ɑː ɾ e	Hartman2003
2040	Spanish	stan1288	1019	pacāre-pagar	pagar	p ɑ ɣ ɑ ɾ	p ɑ ɣ ɑ ɾ -	Hartman2003
2041	Latin	lati1261	1020	pactāre-pechar	pactāre	p ɑ k t ɑː ɾ e	p ɑ k t ɑː ɾ e	Hartman2003
2042	Spanish	stan1288	1020	pactāre-pechar	pechar	p e tʃ ɑ ɾ	p e - tʃ ɑ ɾ -	Hartman2003
2043	Latin	lati1261	1021	pactu-pecho	pactu	p ɑ k t u	p ɑ k t u	Hartman2003
2044	Spanish	stan1288	1021	pactu-pecho	pecho	p e tʃ o	p e - tʃ o	Hartman2003
2045	Latin	lati1261	1022	palātiu-palazo	palātiu	p ɑ l ɑː t iu	p ɑ l ɑː t - iu	Hartman2003
2046	Spanish	stan1288	1022	palātiu-palazo	palazo	p ɑ l ɑ θ o	p ɑ l ɑ θ - o	Hartman2003
2047	Latin	lati1261	1023	palea-paja	palea	p ɑ l eɑ	p ɑ l - eɑ	Hartman2003
2048	Spanish	stan1288	1023	palea-paja	paja	p ɑ x ɑ	p ɑ x - ɑ	Hartman2003
2049	Latin	lati1261	1024	paleāre-pajar	paleāre	p ɑ l e ɑː ɾ e	p ɑ l - e ɑː ɾ e	Hartman2003
2050	Spanish	stan1288	1024	paleāre-pajar	pajar	p ɑ x ɑ ɾ	p ɑ x - - ɑ ɾ -	Hartman2003
2051	Latin	lati1261	1025	paleāta-pajada	paleāta	p ɑ l e ɑː t ɑ	p ɑ l e ɑː t ɑ	Hartman2003
2052	Spanish	stan1288	1025	paleāta-pajada	pajada	p ɑ x ɑ ð ɑ	p ɑ x - ɑ ð ɑ	Hartman2003
2053	Latin	lati1261	1026	paleariu-pajero	paleariu	p ɑ l e ɑ ɾ iu	p ɑ l e ɑ - ɾ - iu	Hartman2003
2054	Spanish	stan1288	1026	paleariu-pajero	pajero	p ɑ x e ɾ o	p ɑ x - e - ɾ - o	Hartman2003
2055	Latin	lati1261	1027	palma-palma	palma	p ɑ l m ɑ	p ɑ l m ɑ	Hartman2003
2056	Spanish	stan1288	1027	palma-palma	palma	p ɑ l m ɑ	p ɑ l m ɑ	Hartman2003
2057	Latin	lati1261	1028	palmu-palmo	palmu	p ɑ l m u	p ɑ l m u	Hartman2003
2058	Spanish	stan1288	1028	palmu-palmo	palmo	p ɑ l m o	p ɑ l m o	Hartman2003
2059	Latin	lati1261	1029	palpāre-popar	palpāre	p ɑ l p ɑː ɾ e	p ɑ l p ɑː ɾ e	Hartman2003
2060	Spanish	stan1288	1029	palpāre-popar	popar	p o p ɑ ɾ	p o - p ɑ ɾ -	Hartman2003
2061	Latin	lati1261	1030	panariu-panero	panariu	p ɑ n ɑ ɾ iu	p ɑ n ɑ - ɾ - iu	Hartman2003
2062	Spanish	stan1288	1030	panariu-panero	panero	p ɑ n e ɾ o	p ɑ n e - ɾ - o	Hartman2003
2063	Latin	lati1261	1031	pandāre-pandar	pandāre	p ɑ n d ɑː ɾ e	p ɑ n d ɑː ɾ e	Hartman2003
2064	Spanish	stan1288	1031	pandāre-pandar	pandar	p ɑ n d ɑ ɾ	p ɑ n d ɑ ɾ -	Hartman2003
2065	Latin	lati1261	1032	pandu-pando	pandu	p ɑ n d u	p ɑ n d u	Hartman2003
2066	Spanish	stan1288	1032	pandu-pando	pando	p ɑ n d o	p ɑ n d o	Hartman2003
2067	Latin	lati1261	1033	panīciu-panizo	panīciu	p ɑ n iː k iu	p ɑ n iː k - iu	Hartman2003
2068	Spanish	stan1288	1033	panīciu-panizo	panizo	p ɑ n i θ o	p ɑ n i θ - o	Hartman2003
2069	Latin	lati1261	1034	panificāre-paniguar	panificāre	p ɑ n i f i k ɑː ɾ e	p ɑ n i f i k ɑː ɾ e	Hartman2003
2070	Spanish	stan1288	1034	panificāre-paniguar	paniguar	p ɑ n i ɣʷ ɑ ɾ	p ɑ n i - - ɣʷ ɑ ɾ -	Hartman2003
2071	Latin	lati1261	1035	pannu-paño	pannu	p ɑ nː u	p ɑ nː u	Hartman2003
2072	Spanish	stan1288	1035	pannu-paño	paño	p ɑ ɲ o	p ɑ ɲ o	Hartman2003
2073	Latin	lati1261	1036	pansu-paso	pansu	p ɑ n ʂ u	p ɑ n ʂ u	Hartman2003
2074	Spanish	stan1288	1036	pansu-paso	paso	p ɑ ʂ o	p ɑ - ʂ o	Hartman2003
2075	Latin	lati1261	1037	pappa-papa	pappa	p ɑ pː ɑ	p ɑ pː ɑ	Hartman2003
2076	Spanish	stan1288	1037	pappa-papa	papa	p ɑ p ɑ	p ɑ p ɑ	Hartman2003
2077	Latin	lati1261	1038	pappāre-papar	pappāre	p ɑ pː ɑː ɾ e	p ɑ pː ɑː ɾ e	Hartman2003
2078	Spanish	stan1288	1038	pappāre-papar	papar	p ɑ p ɑ ɾ	p ɑ p ɑ ɾ -	Hartman2003
2079	Latin	lati1261	1039	parāre-parar	parāre	p ɑ ɾ ɑː ɾ e	p ɑ ɾ ɑː ɾ e	Hartman2003
2080	Spanish	stan1288	1039	parāre-parar	parar	p ɑ ɾ ɑ ɾ	p ɑ ɾ ɑ ɾ -	Hartman2003
2081	Latin	lati1261	1040	pardāle-pardal	pardāle	p ɑ ɾ d ɑː l e	- - - - - p ɑ ɾ d - ɑː l e	Hartman2003
2082	Spanish	stan1288	1040	pardāle-pardal	pardal	p ɑ ɾ ð ɑ l	- - - - - p ɑ ɾ ð - ɑ l -	Hartman2003
2083	Latin	lati1261	1041	pardu-pardo	pardu	p ɑ ɾ d u	p ɑ ɾ d u	Hartman2003
2084	Spanish	stan1288	1041	pardu-pardo	pardo	p ɑ ɾ ð o	p ɑ ɾ ð o	Hartman2003
2085	Latin	lati1261	1042	pare-par	pare	p ɑ ɾ e	p ɑ ɾ e	Hartman2003
2086	Spanish	stan1288	1042	pare-par	par	p ɑ ɾ	p ɑ ɾ -	Hartman2003
2087	Latin	lati1261	1043	parente-pariente	parente	p ɑ ɾ e n t e	p ɑ ɾ - e n t e	Hartman2003
2088	Spanish	stan1288	1043	parente-pariente	pariente	p ɑ ɾ j e n t e	p ɑ ɾ j e n t e	Hartman2003
2089	Latin	lati1261	1044	paricula-pareja	paricula	p ɑ ɾ i k u l ɑ	p ɑ ɾ i k u l ɑ	Hartman2003
2090	Spanish	stan1288	1044	paricula-pareja	pareja	p ɑ ɾ e x ɑ	p ɑ ɾ e - - x ɑ	Hartman2003
2091	Latin	lati1261	1045	pariculu-parejo	pariculu	p ɑ ɾ i k u l u	p ɑ ɾ i k u l u	Hartman2003
2092	Spanish	stan1288	1045	pariculu-parejo	parejo	p ɑ ɾ e x o	p ɑ ɾ e x - - o	Hartman2003
2093	Latin	lati1261	1046	pariete-pared	pariete	p ɑ ɾ ie t e	p ɑ ɾ - - ie t e	Hartman2003
2094	Spanish	stan1288	1046	pariete-pared	pared	p ɑ ɾ e ð	p ɑ ɾ - - e ð -	Hartman2003
2095	Latin	lati1261	1047	parietīnas-pardinas	parietīnas	p ɑ ɾ ie t iː n ɑ ʂ	p ɑ ɾ - ie t iː n ɑ ʂ	Hartman2003
2096	Spanish	stan1288	1047	parietīnas-pardinas	pardinas	p ɑ ɾ ð i n ɑ ʂ	p ɑ ɾ - - ð i n ɑ ʂ	Hartman2003
2097	Latin	lati1261	1048	parte-parte	parte	p ɑ ɾ t e	p ɑ ɾ t e	Hartman2003
2098	Spanish	stan1288	1048	parte-parte	parte	p ɑ ɾ t e	p ɑ ɾ t e	Hartman2003
2099	Latin	lati1261	1049	partīre-partir	partīre	p ɑ ɾ t iː ɾ e	p ɑ ɾ t iː ɾ e	Hartman2003
2100	Spanish	stan1288	1049	partīre-partir	partir	p ɑ ɾ t i ɾ	p ɑ ɾ t i ɾ -	Hartman2003
2101	Latin	lati1261	1050	partu-parto	partu	p ɑ ɾ t u	p ɑ ɾ t u	Hartman2003
2102	Spanish	stan1288	1050	partu-parto	parto	p ɑ ɾ t o	p ɑ ɾ t o	Hartman2003
2103	Latin	lati1261	1051	paru-paro	paru	p ɑ ɾ u	p ɑ ɾ u	Hartman2003
2104	Spanish	stan1288	1051	paru-paro	paro	p ɑ ɾ o	p ɑ ɾ o	Hartman2003
2105	Latin	lati1261	1052	parvu-parvo	parvu	p ɑ ɾ w u	p ɑ ɾ w u	Hartman2003
2106	Spanish	stan1288	1052	parvu-parvo	parvo	p ɑ ɾ β o	p ɑ ɾ β o	Hartman2003
2107	Latin	lati1261	1053	pascēre-pacer	pascēre	p ɑ ʂ k eː ɾ e	p ɑ ʂ k - eː ɾ e	Hartman2003
2108	Spanish	stan1288	1053	pascēre-pacer	pacer	p ɑ θ e ɾ	p ɑ - θ - e ɾ -	Hartman2003
2109	Latin	lati1261	1054	pascha-pasca	pascha	p ɑ ʂ k ɑ	p ɑ ʂ k ɑ	Hartman2003
2110	Spanish	stan1288	1054	pascha-pasca	pasca	p ɑ ʂ k ɑ	p ɑ ʂ k ɑ	Hartman2003
2111	Latin	lati1261	1055	pascuu-pasco	pascuu	p ɑ ʂ kʷ u	p ɑ ʂ kʷ u	Hartman2003
2112	Spanish	stan1288	1055	pascuu-pasco	pasco	p ɑ ʂ k o	p ɑ ʂ k o	Hartman2003
2113	Latin	lati1261	1056	passāre-pasar	passāre	p ɑ ʂː ɑː ɾ e	p ɑ ʂː ɑː ɾ e	Hartman2003
2114	Spanish	stan1288	1056	passāre-pasar	pasar	p ɑ ʂ ɑ ɾ	p ɑ ʂ ɑ ɾ -	Hartman2003
2115	Latin	lati1261	1057	passu-paso	passu	p ɑ ʂː u	p ɑ ʂː u	Hartman2003
2116	Spanish	stan1288	1057	passu-paso	paso	p ɑ ʂ o	p ɑ ʂ o	Hartman2003
2117	Latin	lati1261	1058	pasta-pasta	pasta	p ɑ ʂ t ɑ	p ɑ ʂ t ɑ	Hartman2003
2118	Spanish	stan1288	1058	pasta-pasta	pasta	p ɑ ʂ t ɑ	p ɑ ʂ t ɑ	Hartman2003
2119	Latin	lati1261	1059	pastōre-pastor	pastōre	p ɑ ʂ t oː ɾ e	p ɑ ʂ t oː ɾ e	Hartman2003
2120	Spanish	stan1288	1059	pastōre-pastor	pastor	p ɑ s t o ɾ	p ɑ s t o ɾ -	Hartman2003
2121	Latin	lati1261	1060	pastu-pasto	pastu	p ɑ ʂ t u	p ɑ ʂ t u	Hartman2003
2122	Spanish	stan1288	1060	pastu-pasto	pasto	p ɑ s t o	p ɑ s t o	Hartman2003
2123	Latin	lati1261	1061	pastūra-pastura	pastūra	p ɑ ʂ t uː ɾ ɑ	p ɑ ʂ t uː ɾ ɑ	Hartman2003
2124	Spanish	stan1288	1061	pastūra-pastura	pastura	p ɑ s t u ɾ ɑ	p ɑ s t u ɾ ɑ	Hartman2003
2125	Latin	lati1261	1062	patella-padilla	patella	p ɑ t e lː ɑ	p ɑ t - e lː ɑ	Hartman2003
2126	Spanish	stan1288	1062	patella-padilla	padilla	p ɑ ð i ʎ ɑ	p ɑ ð - i ʎ ɑ	Hartman2003
2127	Latin	lati1261	1063	patrastru-padrastro	patrastru	p ɑ t ɾ ɑ ʂ t ɾ u	p ɑ t ɾ ɑ ʂ t ɾ u	Hartman2003
2128	Spanish	stan1288	1063	patrastru-padrastro	padrastro	p ɑ ð ɾ ɑ s t ɾ o	p ɑ ð ɾ ɑ s t ɾ o	Hartman2003
2129	Latin	lati1261	1064	patre-padre	patre	p ɑ t ɾ e	p ɑ t ɾ e	Hartman2003
2130	Spanish	stan1288	1064	patre-padre	padre	p ɑ ð ɾ e	p ɑ ð ɾ e	Hartman2003
2131	Latin	lati1261	1065	patrīnu-padrino	patrīnu	p ɑ t ɾ iː n u	p ɑ t ɾ iː n u	Hartman2003
2132	Spanish	stan1288	1065	patrīnu-padrino	padrino	p ɑ ð ɾ i n o	p ɑ ð ɾ i n o	Hartman2003
2133	Latin	lati1261	1066	patrōne-padrón	patrōne	p ɑ t ɾ oː n e	p ɑ t ɾ oː n e	Hartman2003
2134	Spanish	stan1288	1066	patrōne-padrón	padrón	p ɑ ð ɾ o n	p ɑ ð ɾ o n -	Hartman2003
2135	Latin	lati1261	1067	paucu-poco	paucu	p ɑ w k u	p ɑ w k u	Hartman2003
2136	Spanish	stan1288	1067	paucu-poco	poco	p o k o	p o - k o	Hartman2003
2137	Latin	lati1261	1068	pausāre-posar	pausāre	p ɑ w ʂ ɑː ɾ e	p ɑ w ʂ ɑː ɾ e	Hartman2003
2138	Spanish	stan1288	1068	pausāre-posar	posar	p o ʂ ɑ ɾ	p o - ʂ ɑ ɾ -	Hartman2003
2139	Latin	lati1261	1069	pausat-posa	pausat	p ɑ w ʂ ɑ t	p ɑ w ʂ ɑ t	Hartman2003
2140	Spanish	stan1288	1069	pausat-posa	posa	p o ʂ ɑ	p o - ʂ ɑ -	Hartman2003
2141	Latin	lati1261	1070	pava-pava	pava	p ɑ w ɑ	p ɑ w ɑ	Hartman2003
2142	Spanish	stan1288	1070	pava-pava	pava	p ɑ β ɑ	p ɑ β ɑ	Hartman2003
2143	Latin	lati1261	1071	pavōne-pavón	pavōne	p ɑ w oː n e	p ɑ w oː n e	Hartman2003
2144	Spanish	stan1288	1071	pavōne-pavón	pavón	p ɑ β o n	p ɑ β o n -	Hartman2003
2145	Latin	lati1261	1072	pavōre-pavor	pavōre	p ɑ w oː ɾ e	p ɑ w oː ɾ e	Hartman2003
2146	Spanish	stan1288	1072	pavōre-pavor	pavor	p ɑ β o ɾ	p ɑ β o ɾ -	Hartman2003
2147	Latin	lati1261	1073	pavu-pavo	pavu	p ɑ w u	p ɑ w u	Hartman2003
2148	Spanish	stan1288	1073	pavu-pavo	pavo	p ɑ β o	p ɑ β o	Hartman2003
2149	Latin	lati1261	1074	peccāre-pecar	peccāre	p e kː ɑː ɾ e	p e kː ɑː ɾ e	Hartman2003
2150	Spanish	stan1288	1074	peccāre-pecar	pecar	p e k ɑ ɾ	p e k ɑ ɾ -	Hartman2003
2151	Latin	lati1261	1075	peccātu-pecado	peccātu	p e kː ɑː t u	p e kː ɑː t u	Hartman2003
2152	Spanish	stan1288	1075	peccātu-pecado	pecado	p e k ɑ ð o	p e k ɑ ð o	Hartman2003
2153	Latin	lati1261	1076	peccatōre-pecador	peccatōre	p e kː ɑ t oː ɾ e	p e kː ɑ t oː ɾ e	Hartman2003
2154	Spanish	stan1288	1076	peccatōre-pecador	pecador	p e k ɑ ð o ɾ	p e k ɑ ð o ɾ -	Hartman2003
2155	Latin	lati1261	1077	pectorāle-petral	pectorāle	p e k t o ɾ ɑː l e	p e k t o ɾ ɑː l e	Hartman2003
2156	Spanish	stan1288	1077	pectorāle-petral	petral	p e t ɾ ɑ l	p e - t - ɾ ɑ l -	Hartman2003
2157	Latin	lati1261	1078	pectu-pecho	pectu	p e k t u	p e k t u	Hartman2003
2158	Spanish	stan1288	1078	pectu-pecho	pecho	p e tʃ o	p e - tʃ o	Hartman2003
2159	Latin	lati1261	1079	pedūcu-pedugo	pedūcu	p e d uː k u	p e d uː k u	Hartman2003
2160	Spanish	stan1288	1079	pedūcu-pedugo	pedugo	p e ð u ɣ o	p e ð u ɣ o	Hartman2003
2161	Latin	lati1261	1080	peiōrāre-peorar	peiōrāre	p eioː ɾ ɑː ɾ e	p eioː - - ɾ ɑː ɾ e	Hartman2003
2162	Spanish	stan1288	1080	peiōrāre-peorar	peorar	p j o ɾ ɑ ɾ	p - j o ɾ ɑ ɾ -	Hartman2003
2163	Latin	lati1261	1081	peiōre-peor	peiōre	p ei oː ɾ e	p ei - oː ɾ e	Hartman2003
2164	Spanish	stan1288	1081	peiōre-peor	peor	p j o ɾ	p - j o ɾ -	Hartman2003
2165	Latin	lati1261	1082	pellīcea-pelliza	pellīcea	p e lː iː k eɑ	p e lː iː k - eɑ	Hartman2003
2166	Spanish	stan1288	1082	pellīcea-pelliza	pelliza	p e ʎ i θ ɑ	p e ʎ i θ - ɑ	Hartman2003
