grapheme	normalized	name	datasets	airstream	airstream2	articulation	articulation2	aspiration	aspiration2	breathiness	breathiness2	centrality	centrality2	contour	creakiness	creakiness2	duration	duration2	ejection	ejection2	end	friction	friction2	glottalization	glottalization2	height	height2	labialization	labialization2	laminality	laminality2	manner	manner2	middle	nasalization	nasalization2	palatalization	palatalization2	pharyngealization	pharyngealization2	phonation	phonation2	place	place2	preceding	preceding2	raising	raising2	relative_articulation	relative_articulation2	release	release2	rhotacization	rhotacization2	roundedness	roundedness2	rounding	rounding2	sound_type	start	stress	stress2	syllabicity	syllabicity2	tone	tone2	tongue_root	tongue_root2	velarization	velarization2	voicing	voicing2
ʈ͡ʂʰʲ	ʈʂʲʰ	palatalized aspirated voiceless retroflex sibilant affricate consonant	panphon	sibilant				aspirated																								affricate					palatalized				voiceless		retroflex																consonant													
ʈ͡ʂʰʷ	ʈʂʷʰ	labialized aspirated voiceless retroflex sibilant affricate consonant	panphon	sibilant				aspirated																				labialized				affricate									voiceless		retroflex																consonant													
ʈ͡ʂʰː	ʈʂʰː	aspirated long voiceless retroflex sibilant affricate consonant	nidaba;panphon	sibilant				aspirated									long															affricate									voiceless		retroflex																consonant													
ʈ͡ʂʰˠ	ʈʂˠʰ	velarized aspirated voiceless retroflex sibilant affricate consonant	panphon	sibilant				aspirated																								affricate									voiceless		retroflex																consonant										velarized			
ʈ͡ʂʰˤ	ʈʂˤʰ	pharyngealized aspirated voiceless retroflex sibilant affricate consonant	panphon	sibilant				aspirated																								affricate							pharyngealized		voiceless		retroflex																consonant													
ʈ͡ʂʰᶣ	ʈʂᶣʰ	labio-palatalized aspirated voiceless retroflex sibilant affricate consonant	panphon	sibilant				aspirated																								affricate					labio-palatalized				voiceless		retroflex																consonant													
ʈ͡ʂʲ	ʈʂʲ	palatalized voiceless retroflex sibilant affricate consonant	nidaba;panphon	sibilant																												affricate					palatalized				voiceless		retroflex																consonant													
ʈ͡ʂʲʰ	ʈʂʲʰ	palatalized aspirated voiceless retroflex sibilant affricate consonant	panphon	sibilant				aspirated																								affricate					palatalized				voiceless		retroflex																consonant													
ʈ͡ʂʲʷ	ʈʂʲʷ	palatalized labialized voiceless retroflex sibilant affricate consonant	panphon	sibilant																								labialized				affricate					palatalized				voiceless		retroflex																consonant													
ʈ͡ʂʲʷʰ	ʈʂʲʷʰ	palatalized labialized aspirated voiceless retroflex sibilant affricate consonant	panphon	sibilant				aspirated																				labialized				affricate					palatalized				voiceless		retroflex																consonant													
ʈ͡ʂʲʼ	ʈʂʼʲ	palatalized voiceless retroflex ejective sibilant affricate consonant	panphon	sibilant															ejective													affricate					palatalized				voiceless		retroflex																consonant													
ʈ͡ʂʲː	ʈʂʲː	palatalized long voiceless retroflex sibilant affricate consonant	nidaba;panphon	sibilant													long															affricate					palatalized				voiceless		retroflex																consonant													
ʈ͡ʂʷ	ʈʂʷ	labialized voiceless retroflex sibilant affricate consonant	nidaba;panphon	sibilant																								labialized				affricate									voiceless		retroflex																consonant													
ʈ͡ʂʷʰ	ʈʂʷʰ	labialized aspirated voiceless retroflex sibilant affricate consonant	panphon	sibilant				aspirated																				labialized				affricate									voiceless		retroflex																consonant													
ʈ͡ʂʷʰː	ʈʂʷʰː	labialized aspirated long voiceless retroflex sibilant affricate consonant	panphon	sibilant				aspirated									long											labialized				affricate									voiceless		retroflex																consonant													
ʈ͡ʂʷʼ	ʈʂʼʷ	labialized voiceless retroflex ejective sibilant affricate consonant	panphon	sibilant															ejective									labialized				affricate									voiceless		retroflex																consonant													
ʈ͡ʂʷˀ	ʈʂʷˀ	labialized glottalized voiceless retroflex sibilant affricate consonant	panphon	sibilant																				glottalized				labialized				affricate									voiceless		retroflex																consonant													
ʈ͡ʂʷː	ʈʂʷː	labialized long voiceless retroflex sibilant affricate consonant	nidaba;panphon	sibilant													long											labialized				affricate									voiceless		retroflex																consonant													
ʈ͡ʂʷˠ	ʈʂʷˠ	labialized velarized voiceless retroflex sibilant affricate consonant	panphon	sibilant																								labialized				affricate									voiceless		retroflex																consonant										velarized			
ʈ͡ʂʷˠʰ	ʈʂʷˠʰ	labialized velarized aspirated voiceless retroflex sibilant affricate consonant	panphon	sibilant				aspirated																				labialized				affricate									voiceless		retroflex																consonant										velarized			
ʈ͡ʂʷˤ	ʈʂʷˤ	labialized pharyngealized voiceless retroflex sibilant affricate consonant	panphon	sibilant																								labialized				affricate							pharyngealized		voiceless		retroflex																consonant													
ʈ͡ʂʷˤʰ	ʈʂʷˤʰ	labialized pharyngealized aspirated voiceless retroflex sibilant affricate consonant	panphon	sibilant				aspirated																				labialized				affricate							pharyngealized		voiceless		retroflex																consonant													
ʈ͡ʂʷˤʼ	ʈʂʼʷˤ	labialized pharyngealized voiceless retroflex ejective sibilant affricate consonant	panphon	sibilant															ejective									labialized				affricate							pharyngealized		voiceless		retroflex																consonant													
ʈ͡ʂʼ	ʈʂʼ	voiceless retroflex ejective sibilant affricate consonant	panphon	sibilant															ejective													affricate									voiceless		retroflex																consonant													
ʈ͡ʂʼʲ	ʈʂʼʲ	palatalized voiceless retroflex ejective sibilant affricate consonant	panphon	sibilant															ejective													affricate					palatalized				voiceless		retroflex																consonant													
ʈ͡ʂʼʷ	ʈʂʼʷ	labialized voiceless retroflex ejective sibilant affricate consonant	panphon	sibilant															ejective									labialized				affricate									voiceless		retroflex																consonant													
ʈ͡ʂʼː	ʈʂʼː	long voiceless retroflex ejective sibilant affricate consonant	panphon	sibilant													long		ejective													affricate									voiceless		retroflex																consonant													
ʈ͡ʂˀ	ʈʂˀ	glottalized voiceless retroflex sibilant affricate consonant	panphon	sibilant																				glottalized								affricate									voiceless		retroflex																consonant													
ʈ͡ʂː	ʈʂː	long voiceless retroflex sibilant affricate consonant	nidaba;panphon	sibilant													long															affricate									voiceless		retroflex																consonant													
ʈ͡ʂːʲ	ɖʐʲː	palatalized long voiced retroflex sibilant affricate consonant	panphon	sibilant													long															affricate					palatalized				voiced		retroflex																consonant													
ʈ͡ʂːʷ	ɖʐʷː	labialized long voiced retroflex sibilant affricate consonant	panphon	sibilant													long											labialized				affricate									voiced		retroflex																consonant													
ʈ͡ʂːˠ	ɖʐˠː	velarized long voiced retroflex sibilant affricate consonant	panphon	sibilant													long															affricate									voiced		retroflex																consonant										velarized			
ʈ͡ʂːˤ	ɖʐˤː	pharyngealized long voiced retroflex sibilant affricate consonant	panphon	sibilant													long															affricate							pharyngealized		voiced		retroflex																consonant													
ʈ͡ʂˠ	ʈʂˠ	velarized voiceless retroflex sibilant affricate consonant	panphon	sibilant																												affricate									voiceless		retroflex																consonant										velarized			
ʈ͡ʂˤ	ʈʂˤ	pharyngealized voiceless retroflex sibilant affricate consonant	panphon	sibilant																												affricate							pharyngealized		voiceless		retroflex																consonant													
